state,program,level,year,approved_intake,enrolled,passed,placed,institutions,girls,boys
Himachal Pradesh,Engineering and Technology,PG,2019-20,202,44,25,35,6,,
Himachal Pradesh,Engineering and Technology,PG,2020-21,147,40,33,25,5,,
Himachal Pradesh,Engineering and Technology,PG,2021-22,123,33,35,18,5,9,24
Himachal Pradesh,Engineering and Technology,PG,2022-23,150,12,0,4,5,,
Himachal Pradesh,Engineering and Technology,DIPLOMA,2012-13,9418,3972,1775,673,32,,
Himachal Pradesh,Engineering and Technology,DIPLOMA,2013-14,11188,3718,1962,633,35,,
Himachal Pradesh,Engineering and Technology,DIPLOMA,2014-15,11608,3844,1975,660,40,,
Himachal Pradesh,Engineering and Technology,DIPLOMA,2015-16,10528,3074,2026,616,37,,
Himachal Pradesh,Engineering and Technology,DIPLOMA,2016-17,8728,2613,1632,708,34,,
Himachal Pradesh,Engineering and Technology,DIPLOMA,2017-18,7588,2899,1670,663,31,,
Himachal Pradesh,Engineering and Technology,DIPLOMA,2018-19,6400,2379,1565,588,30,,
Himachal Pradesh,Engineering and Technology,DIPLOMA,2019-20,5325,2249,1379,572,28,,
Himachal Pradesh,Engineering and Technology,DIPLOMA,2020-21,4590,1961,217,468,26,,
Himachal Pradesh,Engineering and Technology,DIPLOMA,2021-22,4065,1865,1136,786,25,389,1269
Himachal Pradesh,Engineering and Technology,DIPLOMA,2022-23,4215,844,0,283,26,,
Himachal Pradesh,Management,PG,2012-13,1410,435,326,117,15,,
Himachal Pradesh,Management,PG,2013-14,1620,419,393,224,15,,
Himachal Pradesh,Management,PG,2014-15,1560,484,346,159,13,,
Himachal Pradesh,Management,PG,2015-16,1440,411,320,145,11,,
Himachal Pradesh,Management,PG,2016-17,870,336,324,94,8,,
Himachal Pradesh,Management,PG,2017-18,990,478,303,153,9,,
Himachal Pradesh,Management,PG,2018-19,660,333,279,244,7,,
Himachal Pradesh,Management,PG,2019-20,690,296,194,180,7,,
Himachal Pradesh,Management,PG,2020-21,510,209,77,119,7,,
Himachal Pradesh,Management,PG,2021-22,450,163,94,152,6,74,87
Himachal Pradesh,Management,PG,2022-23,450,0,0,0,6,,
Himachal Pradesh,MCA,PG,2012-13,480,159,147,71,8,,
Himachal Pradesh,MCA,PG,2013-14,480,216,297,121,8,,
Himachal Pradesh,MCA,PG,2014-15,480,194,192,69,8,,
Himachal Pradesh,MCA,PG,2015-16,420,174,140,97,7,,
Himachal Pradesh,MCA,PG,2016-17,330,119,141,68,6,,
Himachal Pradesh,MCA,PG,2017-18,330,120,138,93,6,,
Himachal Pradesh,MCA,PG,2018-19,300,107,145,109,5,,
Himachal Pradesh,MCA,PG,2019-20,300,82,135,94,5,,
Himachal Pradesh,MCA,PG,2020-21,180,85,39,75,3,,
Himachal Pradesh,MCA,PG,2021-22,180,98,66,99,3,52,46
Himachal Pradesh,MCA,PG,2022-23,180,0,0,0,3,,
Himachal Pradesh,Pharmacy,UG,2012-13,1060,617,324,165,15,,
Himachal Pradesh,Pharmacy,UG,2013-14,1120,781,420,194,15,,
Himachal Pradesh,Pharmacy,UG,2014-15,1120,827,402,155,15,,
Himachal Pradesh,Pharmacy,UG,2015-16,1240,793,464,206,17,,
Himachal Pradesh,Pharmacy,UG,2016-17,1148,875,484,222,16,,
Himachal Pradesh,Pharmacy,UG,2017-18,1070,899,450,201,15,,
Himachal Pradesh,Pharmacy,UG,2018-19,1100,990,486,302,15,,
Himachal Pradesh,Pharmacy,UG,2019-20,1340,931,309,188,19,,
Himachal Pradesh,Pharmacy,UG,2020-21,920,625,169,137,13,,
Himachal Pradesh,Pharmacy,UG,2021-22,725,331,269,153,10,118,200
Himachal Pradesh,Pharmacy,UG,2022-23,820,0,0,0,11,,
Himachal Pradesh,Architecture,UG,2012-13,,,,,0,,
Himachal Pradesh,Architecture,UG,2013-14,,,,,0,,
Himachal Pradesh,Architecture,UG,2014-15,,,,,0,,
Himachal Pradesh,Architecture,UG,2015-16,,,,,0,,
Himachal Pradesh,Architecture,UG,2016-17,,,,,0,,
Himachal Pradesh,Architecture,UG,2017-18,,,,,0,,
Himachal Pradesh,Architecture,UG,2018-19,40,39,0,0,1,,
Himachal Pradesh,Architecture,UG,2019-20,,,,,0,,
Himachal Pradesh,Architecture,UG,2020-21,,,,,0,,
Himachal Pradesh,Architecture,UG,2021-22,,,,,0,,
Himachal Pradesh,Architecture,UG,2022-23,,,,,0,,
Himachal Pradesh,Hotel Management and Catering,UG,2012-13,,,,,0,,
Himachal Pradesh,Hotel Management and Catering,UG,2013-14,,,,,0,,
Himachal Pradesh,Hotel Management and Catering,UG,2014-15,,,,,0,,
Himachal Pradesh,Hotel Management and Catering,UG,2015-16,,,,,0,,
Himachal Pradesh,Hotel Management and Catering,UG,2016-17,,,,,0,,
Himachal Pradesh,Hotel Management and Catering,UG,2017-18,,,,,0,,
Himachal Pradesh,Hotel Management and Catering,UG,2018-19,,,,,0,,
Himachal Pradesh,Hotel Management and Catering,UG,2019-20,,,,,0,,
Himachal Pradesh,Hotel Management and Catering,UG,2020-21,,,,,0,,
Himachal Pradesh,Hotel Management and Catering,UG,2021-22,,,,,0,,
Himachal Pradesh,Hotel Management and Catering,UG,2022-23,,,,,0,,
Jammu and Kashmir,Engineering and Technology,UG,2012-13,2485,2086,1571,579,8,,
Jammu and Kashmir,Engineering and Technology,UG,2013-14,2725,2244,1792,493,8,,
Jammu and Kashmir,Engineering and Technology,UG,2014-15,2980,2168,1658,434,8,,
Jammu and Kashmir,Engineering and Technology,UG,2015-16,3405,2559,1867,443,9,,
Jammu and Kashmir,Engineering and Technology,UG,2016-17,3345,2653,1885,441,9,,
Jammu and Kashmir,Engineering and Technology,UG,2017-18,3345,2487,1646,612,9,,
Jammu and Kashmir,Engineering and Technology,UG,2018-19,3945,2478,1931,662,11,,
Jammu and Kashmir,Engineering and Technology,UG,2019-20,3570,2107,1216,437,10,,
Jammu and Kashmir,Engineering and Technology,UG,2020-21,3750,2270,59,515,11,,
Jammu and Kashmir,Engineering and Technology,UG,2021-22,4050,1906,1356,546,12,375,1377
Jammu and Kashmir,Engineering and Technology,UG,2022-23,4170,0,0,0,13,,
Jammu and Kashmir,Engineering and Technology,PG,2012-13,36,0,0,0,2,,
Jammu and Kashmir,Engineering and Technology,PG,2013-14,72,21,10,0,2,,
Jammu and Kashmir,Engineering and Technology,PG,2014-15,54,0,0,0,2,,
Jammu and Kashmir,Engineering and Technology,PG,2015-16,108,47,22,3,3,,
Jammu and Kashmir,Engineering and Technology,PG,2016-17,108,49,42,0,3,,
Jammu and Kashmir,Engineering and Technology,PG,2017-18,138,68,72,21,4,,
Jammu and Kashmir,Engineering and Technology,PG,2018-19,222,186,61,60,5,,
Jammu and Kashmir,Engineering and Technology,PG,2019-20,213,181,140,118,5,,
Jammu and Kashmir,Engineering and Technology,PG,2020-21,267,125,0,6,6,,
Jammu and Kashmir,Engineering and Technology,PG,2021-22,357,76,91,11,7,28,48
Jammu and Kashmir,Engineering and Technology,PG,2022-23,459,0,0,0,8,,
Jammu and Kashmir,Engineering and Technology,DIPLOMA,2012-13,3670,2555,1475,511,14,,
Jammu and Kashmir,Engineering and Technology,DIPLOMA,2013-14,5020,3363,1467,465,26,,
Jammu and Kashmir,Engineering and Technology,DIPLOMA,2014-15,5800,3516,1601,497,30,,
Jammu and Kashmir,Engineering and Technology,DIPLOMA,2015-16,6040,2818,1686,545,32,,
Jammu and Kashmir,Engineering and Technology,DIPLOMA,2016-17,5740,3148,1714,486,31,,
Jammu and Kashmir,Engineering and Technology,DIPLOMA,2017-18,5430,2972,1869,587,30,,
Jammu and Kashmir,Engineering and Technology,DIPLOMA,2018-19,5400,2186,1628,463,30,,
Jammu and Kashmir,Engineering and Technology,DIPLOMA,2019-20,4990,1939,1210,415,30,,
Jammu and Kashmir,Engineering and Technology,DIPLOMA,2020-21,5230,2578,153,339,31,,
Jammu and Kashmir,Engineering and Technology,DIPLOMA,2021-22,5214,2643,981,315,31,832,1597
Jammu and Kashmir,Engineering and Technology,DIPLOMA,2022-23,4893,0,0,38,30,,
Jammu and Kashmir,Management,PG,2012-13,925,488,421,170,12,,
Jammu and Kashmir,Management,PG,2013-14,1015,441,421,217,13,,
Jammu and Kashmir,Management,PG,2014-15,775,402,379,137,11,,
Jammu and Kashmir,Management,PG,2015-16,955,457,392,151,13,,
Jammu and Kashmir,Management,PG,2016-17,1015,502,455,174,14,,
Jammu and Kashmir,Management,PG,2017-18,1105,580,520,289,15,,
Jammu and Kashmir,Management,PG,2018-19,895,601,559,298,12,,
Jammu and Kashmir,Management,PG,2019-20,768,485,426,271,10,,
Jammu and Kashmir,Management,PG,2020-21,744,327,60,214,10,,
Jammu and Kashmir,Management,PG,2021-22,744,305,420,218,10,102,165
Jammu and Kashmir,Management,PG,2022-23,804,0,0,0,11,,
Jammu and Kashmir,MCA,PG,2012-13,633,417,381,106,11,,
Jammu and Kashmir,MCA,PG,2013-14,633,297,353,102,11,,
Jammu and Kashmir,MCA,PG,2014-15,573,279,340,82,10,,
Jammu and Kashmir,MCA,PG,2015-16,633,328,272,67,11,,
Jammu and Kashmir,MCA,PG,2016-17,573,358,276,122,10,,
Jammu and Kashmir,MCA,PG,2017-18,573,254,225,131,10,,
Jammu and Kashmir,MCA,PG,2018-19,483,164,229,88,9,,
Jammu and Kashmir,MCA,PG,2019-20,483,77,96,58,9,,
Jammu and Kashmir,MCA,PG,2020-21,393,113,48,68,8,,
Jammu and Kashmir,MCA,PG,2021-22,360,135,85,32,7,41,94
Jammu and Kashmir,MCA,PG,2022-23,333,0,0,0,7,,
Jammu and Kashmir,Pharmacy,UG,2012-13,,,,,0,,
Jammu and Kashmir,Pharmacy,UG,2013-14,,,,,0,,
Jammu and Kashmir,Pharmacy,UG,2014-15,,,,,0,,
Jammu and Kashmir,Pharmacy,UG,2015-16,,,,,0,,
Jammu and Kashmir,Pharmacy,UG,2016-17,,,,,0,,
Jammu and Kashmir,Pharmacy,UG,2017-18,30,28,30,17,1,,
Jammu and Kashmir,Pharmacy,UG,2018-19,30,30,30,11,1,,
Jammu and Kashmir,Pharmacy,UG,2019-20,30,30,0,30,1,,
Jammu and Kashmir,Pharmacy,UG,2020-21,30,0,0,0,1,,
Jammu and Kashmir,Pharmacy,UG,2021-22,30,0,0,0,1,0,0
Jammu and Kashmir,Pharmacy,UG,2022-23,30,0,0,0,1,,
Jammu and Kashmir,Architecture,UG,2012-13,,,,,0,,
Jammu and Kashmir,Architecture,UG,2013-14,,,,,0,,
Jammu and Kashmir,Architecture,UG,2014-15,,,,,0,,
Jammu and Kashmir,Architecture,UG,2015-16,,,,,0,,
Jammu and Kashmir,Architecture,UG,2016-17,,,,,0,,
Jammu and Kashmir,Architecture,UG,2017-18,,,,,0,,
Jammu and Kashmir,Architecture,UG,2018-19,,,,,0,,
Jammu and Kashmir,Architecture,UG,2019-20,,,,,0,,
Jammu and Kashmir,Architecture,UG,2020-21,,,,,0,,
Jammu and Kashmir,Architecture,UG,2021-22,,,,,0,,
Jammu and Kashmir,Architecture,UG,2022-23,,,,,0,,
Jammu and Kashmir,Hotel Management and Catering,UG,2012-13,,,,,0,,
Jammu and Kashmir,Hotel Management and Catering,UG,2013-14,,,,,0,,
Jammu and Kashmir,Hotel Management and Catering,UG,2014-15,,,,,0,,
Jammu and Kashmir,Hotel Management and Catering,UG,2015-16,,,,,0,,
Jammu and Kashmir,Hotel Management and Catering,UG,2016-17,,,,,0,,
Jammu and Kashmir,Hotel Management and Catering,UG,2017-18,,,,,0,,
Jammu and Kashmir,Hotel Management and Catering,UG,2018-19,,,,,0,,
Jammu and Kashmir,Hotel Management and Catering,UG,2019-20,,,,,0,,
Jammu and Kashmir,Hotel Management and Catering,UG,2020-21,,,,,0,,
Jammu and Kashmir,Hotel Management and Catering,UG,2021-22,,,,,0,,
Jammu and Kashmir,Hotel Management and Catering,UG,2022-23,,,,,0,,
Jharkhand,Engineering and Technology,UG,2012-13,5870,4311,2653,1236,14,,
Jharkhand,Engineering and Technology,UG,2013-14,5960,4418,2050,908,15,,
Jharkhand,Engineering and Technology,UG,2014-15,7430,4806,3315,1222,18,,
Jharkhand,Engineering and Technology,UG,2015-16,7385,4533,3960,1242,18,,
Jharkhand,Engineering and Technology,UG,2016-17,7085,3992,3505,1387,18,,
Jharkhand,Engineering and Technology,UG,2017-18,6731,3876,4020,1557,19,,
Jharkhand,Engineering and Technology,UG,2018-19,6521,3611,4372,1822,20,,
Jharkhand,Engineering and Technology,UG,2019-20,6490,3704,3098,1707,21,,
Jharkhand,Engineering and Technology,UG,2020-21,6430,3248,844,1505,21,,
Jharkhand,Engineering and Technology,UG,2021-22,7523,4442,2341,2022,25,531,2858
Jharkhand,Engineering and Technology,UG,2022-23,7661,0,0,0,24,,
Jharkhand,Engineering and Technology,PG,2012-13,703,346,219,24,4,,
Jharkhand,Engineering and Technology,PG,2013-14,703,383,384,38,3,,
Jharkhand,Engineering and Technology,PG,2014-15,739,424,385,57,4,,
Jharkhand,Engineering and Technology,PG,2015-16,739,316,418,49,4,,
Jharkhand,Engineering and Technology,PG,2016-17,739,368,369,11,4,,
Jharkhand,Engineering and Technology,PG,2017-18,728,435,371,16,5,,
Jharkhand,Engineering and Technology,PG,2018-19,728,347,334,27,5,,
Jharkhand,Engineering and Technology,PG,2019-20,871,406,267,36,6,,
Jharkhand,Engineering and Technology,PG,2020-21,847,537,152,38,6,,
Jharkhand,Engineering and Technology,PG,2021-22,819,447,54,62,6,72,361
Jharkhand,Engineering and Technology,PG,2022-23,815,0,0,0,6,,
Jharkhand,Engineering and Technology,DIPLOMA,2012-13,4740,3880,2935,933,21,,
Jharkhand,Engineering and Technology,DIPLOMA,2013-14,7570,6324,4102,1249,30,,
Jharkhand,Engineering and Technology,DIPLOMA,2014-15,8950,7175,3602,1062,31,,
Jharkhand,Engineering and Technology,DIPLOMA,2015-16,8710,7187,3212,999,30,,
Jharkhand,Engineering and Technology,DIPLOMA,2016-17,9670,8048,5567,2074,34,,
Jharkhand,Engineering and Technology,DIPLOMA,2017-18,11742,8972,5741,2543,42,,
Jharkhand,Engineering and Technology,DIPLOMA,2018-19,14742,9448,6577,2389,53,,
Jharkhand,Engineering and Technology,DIPLOMA,2019-20,14789,9177,5184,2820,56,,
Jharkhand,Engineering and Technology,DIPLOMA,2020-21,14982,7985,1633,2923,56,,
Jharkhand,Engineering and Technology,DIPLOMA,2021-22,15942,8658,5849,3450,58,580,6353
Jharkhand,Engineering and Technology,DIPLOMA,2022-23,16764,825,0,815,61,,
Jharkhand,Management,PG,2012-13,2080,1146,1039,787,14,,
Jharkhand,Management,PG,2013-14,2200,1226,1083,798,13,,
Jharkhand,Management,PG,2014-15,2290,1159,1002,826,15,,
Jharkhand,Management,PG,2015-16,1990,1153,1084,827,12,,
Jharkhand,Management,PG,2016-17,2005,1264,1236,947,12,,
Jharkhand,Management,PG,2017-18,2095,1401,1160,936,15,,
Jharkhand,Management,PG,2018-19,1935,1351,1235,1003,13,,
Jharkhand,Management,PG,2019-20,1936,1396,1218,1020,14,,
Jharkhand,Management,PG,2020-21,1936,1317,147,1017,14,,
Jharkhand,Management,PG,2021-22,2006,1407,173,1003,15,614,674
Jharkhand,Management,PG,2022-23,2114,60,0,0,15,,
Jharkhand,MCA,PG,2012-13,360,161,134,90,4,,
Jharkhand,MCA,PG,2013-14,360,181,160,90,4,,
Jharkhand,MCA,PG,2014-15,360,67,68,53,4,,
Jharkhand,MCA,PG,2015-16,240,41,68,36,3,,
Jharkhand,MCA,PG,2016-17,240,132,217,51,3,,
Jharkhand,MCA,PG,2017-18,300,216,183,79,4,,
Jharkhand,MCA,PG,2018-19,300,167,129,79,4,,
Jharkhand,MCA,PG,2019-20,280,154,188,68,4,,
Jharkhand,MCA,PG,2020-21,250,204,103,55,4,,
Jharkhand,MCA,PG,2021-22,400,317,131,163,6,92,225
Jharkhand,MCA,PG,2022-23,400,108,0,30,6,,
Jharkhand,Pharmacy,UG,2012-13,60,25,48,9,1,,
Jharkhand,Pharmacy,UG,2013-14,60,58,42,2,1,,
Jharkhand,Pharmacy,UG,2014-15,60,56,58,31,1,,
Jharkhand,Pharmacy,UG,2015-16,60,52,55,8,1,,
Jharkhand,Pharmacy,UG,2016-17,60,48,34,0,1,,
Jharkhand,Pharmacy,UG,2017-18,60,51,57,9,1,,
Jharkhand,Pharmacy,UG,2018-19,60,53,49,7,1,,
Jharkhand,Pharmacy,UG,2019-20,120,68,46,4,2,,
Jharkhand,Pharmacy,UG,2020-21,120,79,41,0,2,,
Jharkhand,Pharmacy,UG,2021-22,120,58,0,9,2,31,27
Jharkhand,Pharmacy,UG,2022-23,120,0,0,0,2,,
Jharkhand,Architecture,UG,2012-13,,,,,0,,
Jharkhand,Architecture,UG,2013-14,,,,,0,,
Jharkhand,Architecture,UG,2014-15,,,,,0,,
Jharkhand,Architecture,UG,2015-16,40,37,45,0,1,,
Jharkhand,Architecture,UG,2016-17,40,46,39,0,1,,
Jharkhand,Architecture,UG,2017-18,40,29,39,0,1,,
Jharkhand,Architecture,UG,2018-19,40,31,31,0,1,,
Jharkhand,Architecture,UG,2019-20,,,,,0,,
Jharkhand,Architecture,UG,2020-21,,,,,0,,
Jharkhand,Architecture,UG,2021-22,,,,,0,,
Jharkhand,Architecture,UG,2022-23,,,,,0,,
Jharkhand,Hotel Management and Catering,UG,2012-13,60,18,21,20,1,,
Jharkhand,Hotel Management and Catering,UG,2013-14,60,38,20,19,1,,
Jharkhand,Hotel Management and Catering,UG,2014-15,60,32,20,20,1,,
Jharkhand,Hotel Management and Catering,UG,2015-16,60,21,21,16,1,,
Jharkhand,Hotel Management and Catering,UG,2016-17,60,40,14,0,1,,
Jharkhand,Hotel Management and Catering,UG,2017-18,60,38,17,17,1,,
Jharkhand,Hotel Management and Catering,UG,2018-19,60,29,13,0,1,,
Jharkhand,Hotel Management and Catering,UG,2019-20,60,24,24,0,1,,
Jharkhand,Hotel Management and Catering,UG,2020-21,120,31,20,0,2,,
Jharkhand,Hotel Management and Catering,UG,2021-22,180,104,0,0,3,40,64
Jharkhand,Hotel Management and Catering,UG,2022-23,150,40,0,0,3,,
Karnataka,Engineering and Technology,UG,2012-13,94770,74085,53819,22146,192,,
Karnataka,Engineering and Technology,UG,2013-14,99310,78466,57138,23423,192,,
Karnataka,Engineering and Technology,UG,2014-15,103693,82343,62324,27902,192,,
Karnataka,Engineering and Technology,UG,2015-16,102141,77195,65305,29729,192,,
Karnataka,Engineering and Technology,UG,2016-17,100565,77242,68838,30382,192,,
Karnataka,Engineering and Technology,UG,2017-18,101550,69097,69446,27184,194,,
Karnataka,Engineering and Technology,UG,2018-19,102899,68637,71809,31861,193,,
Karnataka,Engineering and Technology,UG,2019-20,107517,71546,62221,35063,196,,
Karnataka,Engineering and Technology,UG,2020-21,111492,65920,13630,30529,199,,
Karnataka,Engineering and Technology,UG,2021-22,109538,79944,54956,40816,198,27652,46094
Karnataka,Engineering and Technology,UG,2022-23,113097,1943,0,4327,198,,
Karnataka,Engineering and Technology,PG,2012-13,8759,8018,4906,1007,102,,
Karnataka,Engineering and Technology,PG,2013-14,10991,9351,6409,1427,118,,
Karnataka,Engineering and Technology,PG,2014-15,13511,8820,7159,1752,136,,
Karnataka,Engineering and Technology,PG,2015-16,13277,6488,7634,1631,136,,
Karnataka,Engineering and Technology,PG,2016-17,12896,5000,5669,1104,135,,
Karnataka,Engineering and Technology,PG,2017-18,12244,4355,4400,855,132,,
Karnataka,Engineering and Technology,PG,2018-19,12635,4794,4280,1312,129,,
Karnataka,Engineering and Technology,PG,2019-20,11843,4933,3098,1282,121,,
Karnataka,Engineering and Technology,PG,2020-21,10990,4997,570,1133,122,,
Karnataka,Engineering and Technology,PG,2021-22,10433,3197,2993,1237,117,1388,1793
Karnataka,Engineering and Technology,PG,2022-23,8814,38,0,52,112,,
Karnataka,Engineering and Technology,DIPLOMA,2012-13,90667,67123,27307,6863,304,,
Karnataka,Engineering and Technology,DIPLOMA,2013-14,95586,69574,29569,8553,318,,
Karnataka,Engineering and Technology,DIPLOMA,2014-15,98591,63137,31777,9292,328,,
Karnataka,Engineering and Technology,DIPLOMA,2015-16,98799,64587,34436,10432,330,,
Karnataka,Engineering and Technology,DIPLOMA,2016-17,98383,61917,33195,10274,332,,
Karnataka,Engineering and Technology,DIPLOMA,2017-18,97767,56458,34517,12422,333,,
Karnataka,Engineering and Technology,DIPLOMA,2018-19,92753,52231,30849,10856,318,,
Karnataka,Engineering and Technology,DIPLOMA,2019-20,80648,45611,23903,11056,300,,
Karnataka,Engineering and Technology,DIPLOMA,2020-21,79642,32344,3487,9799,302,,
Karnataka,Engineering and Technology,DIPLOMA,2021-22,78087,39049,22176,11620,303,7100,30499
Karnataka,Engineering and Technology,DIPLOMA,2022-23,76358,2558,0,1366,305,,
Karnataka,Management,PG,2012-13,25920,14770,12301,6439,237,,
Karnataka,Management,PG,2013-14,27000,12979,12546,6853,237,,
Karnataka,Management,PG,2014-15,25890,13766,11897,6862,223,,
Karnataka,Management,PG,2015-16,25050,15657,12552,6975,217,,
Karnataka,Management,PG,2016-17,24750,16141,13159,7596,214,,
Karnataka,Management,PG,2017-18,24537,17013,13761,7460,216,,
Karnataka,Management,PG,2018-19,26550,20291,16494,9701,216,,
Karnataka,Management,PG,2019-20,30054,21904,15817,10744,231,,
Karnataka,Management,PG,2020-21,32173,21231,3592,10320,250,,
Karnataka,Management,PG,2021-22,33485,21553,11688,11770,260,9341,11982
Karnataka,Management,PG,2022-23,34257,1921,0,910,257,,
Karnataka,MCA,PG,2012-13,7680,4035,3529,1510,92,,
Karnataka,MCA,PG,2013-14,7635,3596,3839,1615,91,,
Karnataka,MCA,PG,2014-15,7515,3346,3480,1514,88,,
Karnataka,MCA,PG,2015-16,7335,2721,3003,1180,86,,
Karnataka,MCA,PG,2016-17,6570,2576,3172,1248,77,,
Karnataka,MCA,PG,2017-18,5955,1866,2663,891,72,,
Karnataka,MCA,PG,2018-19,5090,2144,2910,1076,68,,
Karnataka,MCA,PG,2019-20,4361,2550,2584,1265,68,,
Karnataka,MCA,PG,2020-21,5056,4385,696,1247,73,,
Karnataka,MCA,PG,2021-22,5911,5164,2544,2314,79,2331,2811
Karnataka,MCA,PG,2022-23,7711,150,0,303,94,,
Karnataka,Pharmacy,UG,2012-13,4463,3068,1691,842,64,,
Karnataka,Pharmacy,UG,2013-14,4623,2784,1792,850,62,,
Karnataka,Pharmacy,UG,2014-15,4844,3345,1844,779,62,,
Karnataka,Pharmacy,UG,2015-16,4610,3849,1833,732,60,,
Karnataka,Pharmacy,UG,2016-17,4550,4100,1930,843,60,,
Karnataka,Pharmacy,UG,2017-18,4790,3942,2471,1159,63,,
Karnataka,Pharmacy,UG,2018-19,4880,4642,1976,1163,66,,
Karnataka,Pharmacy,UG,2019-20,6096,3880,1513,1148,82,,
Karnataka,Pharmacy,UG,2020-21,4114,2770,270,787,51,,
Karnataka,Pharmacy,UG,2021-22,3060,2113,1207,803,34,977,1079
Karnataka,Pharmacy,UG,2022-23,3120,0,0,88,33,,
Karnataka,Architecture,UG,2012-13,,,,,0,,
Karnataka,Architecture,UG,2013-14,,,,,0,,
Karnataka,Architecture,UG,2014-15,,,,,0,,
Karnataka,Architecture,UG,2015-16,1180,758,352,76,15,,
Karnataka,Architecture,UG,2016-17,920,750,516,41,12,,
Karnataka,Architecture,UG,2017-18,1060,518,650,137,13,,
Karnataka,Architecture,UG,2018-19,1220,996,613,205,16,,
Karnataka,Architecture,UG,2019-20,,,,,0,,
Karnataka,Architecture,UG,2020-21,,,,,0,,
Karnataka,Architecture,UG,2021-22,,,,,0,,
Karnataka,Architecture,UG,2022-23,,,,,0,,
Karnataka,Hotel Management and Catering,UG,2012-13,1435,597,550,356,15,,
Karnataka,Hotel Management and Catering,UG,2013-14,1435,639,592,402,15,,
Karnataka,Hotel Management and Catering,UG,2014-15,1345,813,534,371,14,,
Karnataka,Hotel Management and Catering,UG,2015-16,1345,916,524,357,14,,
Karnataka,Hotel Management and Catering,UG,2016-17,1345,1016,472,323,14,,
Karnataka,Hotel Management and Catering,UG,2017-18,1345,935,439,356,14,,
Karnataka,Hotel Management and Catering,UG,2018-19,1264,922,495,384,14,,
Karnataka,Hotel Management and Catering,UG,2019-20,1068,671,484,368,13,,
Karnataka,Hotel Management and Catering,UG,2020-21,1088,588,30,255,12,,
